PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Boarding,Fare,Cabin,Embarked,Deck,Embarked-C,Embarked-Q,Embarked-S,Deck-A,Deck-B,Deck-C,Deck-D,Deck-E,Deck-F,Deck-G,Deck-T,FamilySize,AgeGroup
177,0,3,1,-14.088226587003135,3,1,,4133,25.4667,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,
178,0,1,0,50.0,0,0,PC,17595,28.7125,C49,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
179,0,2,1,30.0,0,0,,250653,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
180,0,3,1,36.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
181,0,3,0,-14.432573471847817,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,
182,0,2,1,22.739891535747823,0,0,SC/PARIS,2131,15.05,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
183,0,3,1,9.0,4,2,,347077,31.3875,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
184,1,2,1,1.0,2,1,,230136,39.0,F4,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Child (0-12)
185,1,3,0,4.0,0,2,,315153,22.025,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
186,0,1,1,65.1245498863261,0,0,,113767,50.0,A32,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Senior (60+)
187,1,3,0,5.37375896202502,1,0,,370365,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Child (0-12)
188,1,1,1,45.0,0,0,,111428,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
189,0,3,1,40.0,1,1,,364849,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
190,0,3,1,36.0,0,0,,349247,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
191,1,2,0,32.0,0,0,,234604,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
192,0,2,1,19.0,0,0,,28424,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
193,1,3,0,19.0,1,0,,350046,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
194,1,2,1,3.0,1,1,,230080,26.0,F2,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
195,1,1,0,44.0,0,0,PC,17610,27.7208,B4,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
196,1,1,0,58.0,0,0,PC,17569,146.5208,B80,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
197,0,3,1,23.90438763900911,0,0,,368703,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
198,0,3,1,42.0,0,1,,4579,8.4042,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
199,1,3,0,31.162519046381533,0,0,,370370,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
200,0,2,0,24.0,0,0,,248747,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
201,0,3,1,28.0,0,0,,345770,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
202,0,3,1,4.855464897225366,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,Child (0-12)
203,0,3,1,34.0,0,0,,3101264,6.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
204,0,3,1,45.5,0,0,,2628,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
205,1,3,1,18.0,0,0,A/5,3540,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
206,0,3,0,2.0,0,1,,347054,10.4625,G6,S,G,0,0,1,0,0,0,0,0,0,1,0,2,Child (0-12)
207,0,3,1,32.0,1,0,,3101278,15.85,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
208,1,3,1,26.0,0,0,,2699,18.7875,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
209,1,3,0,16.0,0,0,,367231,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
210,1,1,1,40.0,0,0,,112277,31.0,A31,C,A,1,0,0,1,0,0,0,0,0,0,0,1,Adult (19-59)
211,0,3,1,24.0,0,0,SOTON/O.Q.,31,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
212,1,2,0,35.0,0,0,F.C.C.,13528,21.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
213,0,3,1,22.0,0,0,A/5,21174,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
214,0,2,1,30.0,0,0,,250646,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
215,0,3,1,35.09110560759871,1,0,,367229,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
216,1,1,0,31.0,1,0,,35273,113.275,D36,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
217,1,3,0,27.0,0,0,STON/O2.,31,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
218,0,2,1,42.0,1,0,,243847,27.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
219,1,1,0,32.0,0,0,,11813,76.2917,D15,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
220,0,2,1,30.0,0,0,W/C,14208,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
221,1,3,1,16.0,0,0,SOTON/OQ,3,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
222,0,2,1,27.0,0,0,,220367,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
223,0,3,1,51.0,0,0,,21440,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
224,0,3,1,50.28274121874297,0,0,,349234,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
225,1,1,1,38.0,1,0,,19943,90.0,C93,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
226,0,3,1,22.0,0,0,PP,4348,9.35,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
227,1,2,1,19.0,0,0,SW/PP,751,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
228,0,3,1,20.5,0,0,A/5,21173,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
229,0,2,1,18.0,0,0,,236171,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
230,0,3,0,16.617984769899657,3,1,,4133,25.4667,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Teen (13-18)
231,1,1,0,35.0,1,0,,36973,83.475,C83,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
232,0,3,1,29.0,0,0,,347067,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
233,0,2,1,59.0,0,0,,237442,13.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
234,1,3,0,5.0,4,2,,347077,31.3875,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
235,0,2,1,24.0,0,0,C.A.,29566,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
236,0,3,0,30.49233522984038,0,0,W./C.,6609,7.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
237,0,2,1,44.0,1,0,,26707,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
238,1,2,0,8.0,0,2,C.A.,31921,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
239,0,2,1,19.0,0,0,,28665,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
240,0,2,1,33.0,0,0,SCO/W,1585,12.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
241,0,3,0,35.3799782613778,1,0,,2665,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
242,1,3,0,22.262341213973528,1,0,,367230,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
243,0,2,1,29.0,0,0,W./C.,14263,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
244,0,3,1,22.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
245,0,3,1,30.0,0,0,,2694,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
246,0,1,1,44.0,2,0,,19928,90.0,C78,Q,C,0,1,0,0,0,1,0,0,0,0,0,3,Adult (19-59)
247,0,3,0,25.0,0,0,,347071,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
248,1,2,0,24.0,0,2,,250649,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
249,1,1,1,37.0,1,1,,11751,52.5542,D35,S,D,0,0,1,0,0,0,1,0,0,0,0,3,Adult (19-59)
250,0,2,1,54.0,1,0,,244252,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
251,0,3,1,25.27201563894641,0,0,,362316,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
252,0,3,0,29.0,1,1,,347054,10.4625,G6,S,G,0,0,1,0,0,0,0,0,0,1,0,3,Adult (19-59)
253,0,1,1,62.0,0,0,,113514,26.55,C87,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Senior (60+)
254,0,3,1,30.0,1,0,A/5.,3336,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
255,0,3,0,41.0,0,2,,370129,20.2125,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
256,1,3,0,29.0,0,2,,2650,15.2458,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
257,1,1,0,34.929397657305664,0,0,PC,17585,79.2,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
258,1,1,0,30.0,0,0,,110152,86.5,B77,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
259,1,1,0,35.0,0,0,PC,17755,512.3292,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
260,1,2,0,50.0,0,1,,230433,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
261,0,3,1,32.51736408228143,0,0,,384461,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
262,1,3,1,3.0,4,2,,347077,31.3875,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
263,0,1,1,52.0,1,1,,110413,79.65,E67,S,E,0,0,1,0,0,0,0,1,0,0,0,3,Adult (19-59)
264,0,1,1,40.0,0,0,,112059,0.0,B94,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
265,0,3,0,6.862069789881879,0,0,,382649,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Child (0-12)
266,0,2,1,36.0,0,0,C.A.,17248,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
267,0,3,1,16.0,4,1,,3101295,39.6875,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Teen (13-18)
268,1,3,1,25.0,1,0,,347083,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
269,1,1,0,58.0,0,1,PC,17582,153.4625,C125,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
270,1,1,0,35.0,0,0,PC,17760,135.6333,C99,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
271,0,1,1,53.15296400005756,0,0,,113798,31.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
272,1,3,1,25.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
273,1,2,0,41.0,0,1,,250644,19.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
274,0,1,1,37.0,0,1,PC,17596,29.7,C118,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
275,1,3,0,13.970994273790966,0,0,,370375,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
276,1,1,0,63.0,1,0,,13502,77.9583,D7,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Senior (60+)
277,0,3,0,45.0,0,0,,347073,7.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
278,0,2,1,40.362097710240484,0,0,,239853,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
279,0,3,1,7.0,4,1,,382652,29.125,,Q,F,0,1,0,0,0,0,0,0,1,0,0,6,Child (0-12)
280,1,3,0,35.0,1,1,C.A.,2673,20.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
281,0,3,1,65.0,0,0,,336439,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Senior (60+)
282,0,3,1,28.0,0,0,,347464,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
283,0,3,1,16.0,0,0,,345778,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
284,1,3,1,19.0,0,0,A/5.,10482,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
285,0,1,1,72.48439773726231,0,0,,113056,26.0,A19,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Senior (60+)
286,0,3,1,33.0,0,0,,349239,8.6625,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
287,1,3,1,30.0,0,0,,345774,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
288,0,3,1,22.0,0,0,,349206,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
289,1,2,1,42.0,0,0,,237798,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
290,1,3,0,22.0,0,0,,370373,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
291,1,1,0,26.0,0,0,,19877,78.85,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
292,1,1,0,19.0,1,0,,11967,91.0792,B49,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
293,0,2,1,36.0,0,0,SC/Paris,2163,12.875,D,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
294,0,3,0,24.0,0,0,,349236,8.85,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
295,0,3,1,24.0,0,0,,349233,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
296,0,1,1,33.75802577108632,0,0,PC,17612,27.7208,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
297,0,3,1,23.5,0,0,,2693,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
298,0,1,0,2.0,1,2,,113781,151.55,C22 C26,S,C,0,0,1,0,0,1,0,0,0,0,0,4,Child (0-12)
299,1,1,1,28.242284567572725,0,0,,19988,30.5,C106,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
300,1,1,0,50.0,0,1,PC,17558,247.5208,B58 B60,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
301,1,3,0,39.3454125110804,0,0,,9234,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
302,1,3,1,27.623681330815288,2,0,,367226,23.25,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
303,0,3,1,19.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
304,1,2,0,45.98312334524225,0,0,,226593,12.35,E101,Q,E,0,1,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
305,0,3,1,41.17678660314948,0,0,A/5,2466,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
306,1,1,1,0.92,1,2,,113781,151.55,C22 C26,S,C,0,0,1,0,0,1,0,0,0,0,0,4,Child (0-12)
307,1,1,0,23.347521401618522,0,0,,17421,110.8833,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
308,1,1,0,17.0,1,0,PC,17758,108.9,C65,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Teen (13-18)
309,0,2,1,30.0,1,0,P/PP,3381,24.0,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
310,1,1,0,30.0,0,0,PC,17485,56.9292,E36,C,E,1,0,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
311,1,1,0,24.0,0,0,,11767,83.1583,C54,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
312,1,1,0,18.0,2,2,PC,17608,262.375,B57 B59 B63 B66,C,B,1,0,0,0,1,0,0,0,0,0,0,5,Teen (13-18)
313,0,2,0,26.0,1,1,,250651,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
314,0,3,1,28.0,0,0,,349243,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
315,0,2,1,43.0,1,1,F.C.C.,13529,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
316,1,3,0,26.0,0,0,,347470,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
317,1,2,0,24.0,1,0,,244367,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
318,0,2,1,54.0,0,0,,29011,14.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
319,1,1,0,31.0,0,2,,36928,164.8667,C7,S,C,0,0,1,0,0,1,0,0,0,0,0,3,Adult (19-59)
320,1,1,0,40.0,1,1,,16966,134.5,E34,C,E,1,0,0,0,0,0,0,1,0,0,0,3,Adult (19-59)
321,0,3,1,22.0,0,0,A/5,21172,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
322,0,3,1,27.0,0,0,,349219,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
323,1,2,0,30.0,0,0,,234818,12.35,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
324,1,2,0,22.0,1,1,,248738,29.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
325,0,3,1,7.530997596347003,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,Child (0-12)
326,1,1,0,36.0,0,0,PC,17760,135.6333,C32,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
327,0,3,1,61.0,0,0,,345364,6.2375,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
328,1,2,0,36.0,0,0,,28551,13.0,D,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
329,1,3,0,31.0,1,1,,363291,20.525,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
330,1,1,0,16.0,0,1,,111361,57.9792,B18,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Teen (13-18)
331,1,3,0,34.90389950924498,2,0,,367226,23.25,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
332,0,1,1,45.5,0,0,,113043,28.5,C124,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
333,0,1,1,38.0,0,1,PC,17582,153.4625,C91,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
334,0,3,1,16.0,2,0,,345764,18.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Teen (13-18)
335,1,1,0,33.70782305132116,1,0,PC,17611,133.65,,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
336,0,3,1,37.18752949145414,0,0,,349225,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
337,0,1,1,29.0,1,0,,113776,66.6,C2,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
338,1,1,0,41.0,0,0,,16966,134.5,E40,C,E,1,0,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
339,1,3,1,45.0,0,0,,7598,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
340,0,1,1,45.0,0,0,,113784,35.5,T,S,T,0,0,1,0,0,0,0,0,0,0,1,1,Adult (19-59)
341,1,2,1,2.0,1,1,,230080,26.0,F2,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
342,1,1,0,24.0,3,2,,19950,263.0,C23 C25 C27,S,C,0,0,1,0,0,1,0,0,0,0,0,6,Adult (19-59)
343,0,2,1,28.0,0,0,,248740,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
344,0,2,1,25.0,0,0,,244361,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
345,0,2,1,36.0,0,0,,229236,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
346,1,2,0,24.0,0,0,,248733,13.0,F33,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
347,1,2,0,40.0,0,0,,31418,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
348,1,3,0,23.061298295910973,1,0,,386525,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
349,1,3,1,3.0,1,1,C.A.,37671,15.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
350,0,3,1,42.0,0,0,,315088,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
351,0,3,1,23.0,0,0,,7267,9.225,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
352,0,1,1,84.4189359801791,0,0,,113510,35.0,C128,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Senior (60+)
353,0,3,1,15.0,1,1,,2695,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Teen (13-18)
354,0,3,1,25.0,1,0,,349237,17.8,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
